Time [s],PALE,PDATA,PCLK,DCLK,DDATA,Channel 5,Channel 6,Channel 7
27.050928750,0,1,1,0,0,1,1,1
27.050928937,0,1,0,0,0,1,1,1
27.050929187,0,1,1,0,0,1,1,1
27.050929375,0,1,0,0,0,1,1,1
27.050929563,0,1,1,0,0,1,1,1
27.050935187,1,1,1,0,0,1,1,1
27.050937062,1,0,1,0,0,1,1,1
27.050937312,1,0,0,0,0,1,1,1
27.050937500,1,0,1,0,0,1,1,1
27.050937687,1,0,0,0,0,1,1,1
27.050937937,1,0,1,0,0,1,1,1
27.050938125,1,0,0,0,0,1,1,1
27.050938312,1,0,1,0,0,1,1,1
27.050938563,1,0,0,0,0,1,1,1
27.050938750,1,0,1,0,0,1,1,1
27.050938937,1,0,0,0,0,1,1,1
27.050939187,1,0,1,0,0,1,1,1
27.050939375,1,0,0,0,0,1,1,1
27.050939562,1,0,1,0,0,1,1,1
27.050939750,1,0,0,0,0,1,1,1
27.050940000,1,0,1,0,0,1,1,1
27.050940187,1,0,0,0,0,1,1,1
27.050940437,1,0,1,0,0,1,1,1
27.050940937,1,1,1,0,0,1,1,1
27.050945812,1,0,0,0,0,1,1,1
27.050952312,1,1,1,0,0,1,1,1
27.050955188,0,1,1,0,0,1,1,1
27.050957250,0,0,1,0,0,1,1,1
27.050957437,0,0,0,0,0,1,1,1
27.050957687,0,0,1,0,0,1,1,1
27.050957875,0,0,0,0,0,1,1,1
27.050958062,0,0,1,0,0,1,1,1
27.050958313,0,0,0,0,0,1,1,1
27.050958500,0,0,1,0,0,1,1,1
27.050958750,0,0,0,0,0,1,1,1
27.050958937,0,0,1,0,0,1,1,1
27.050959125,0,0,0,0,0,1,1,1
27.050959312,0,0,1,0,0,1,1,1
27.050959563,0,0,0,0,0,1,1,1
27.050959750,0,0,1,0,0,1,1,1
27.050959937,0,0,0,0,0,1,1,1
27.050960187,0,1,1,0,0,1,1,1
27.050960375,0,1,0,0,0,1,1,1
27.050960563,0,1,1,0,0,1,1,1
27.050966187,1,1,1,0,0,1,1,1
27.050968063,1,0,1,0,0,1,1,1
27.050968250,1,0,0,0,0,1,1,1
27.050968500,1,0,1,0,0,1,1,1
27.050968687,1,0,0,0,0,1,1,1
27.050968875,1,1,1,0,0,1,1,1
27.050969125,1,1,0,0,0,1,1,1
27.050969312,1,1,1,0,0,1,1,1
27.050969500,1,1,0,0,0,1,1,1
27.050969687,1,1,1,0,0,1,1,1
27.050969937,1,1,0,0,0,1,1,1
27.050970125,1,1,1,0,0,1,1,1
27.050970375,1,1,0,0,0,1,1,1
27.050970562,1,1,1,0,0,1,1,1
27.050970750,1,1,0,0,0,1,1,1
27.050971000,1,1,1,0,0,1,1,1
27.050971188,1,1,0,0,0,1,1,1
27.050971375,1,1,1,0,0,1,1,1
27.050976812,1,0,0,0,0,1,1,1
27.050988688,1,1,1,0,0,1,1,1
27.050991562,0,1,1,0,0,1,1,1
27.050993625,0,0,1,0,0,1,1,1
27.050993875,0,0,0,0,0,1,1,1
27.050994062,0,0,1,0,0,1,1,1
27.050994250,0,0,0,0,0,1,1,1
27.050994500,0,0,1,0,0,1,1,1
27.050994687,0,0,0,0,0,1,1,1
27.050994875,0,1,1,0,0,1,1,1
27.050995125,0,1,0,0,0,1,1,1
27.050995312,0,0,1,0,0,1,1,1
27.050995500,0,0,0,0,0,1,1,1
27.050995750,0,1,1,0,0,1,1,1
27.050995938,0,1,0,0,0,1,1,1
27.050996125,0,1,1,0,0,1,1,1
27.050996313,0,1,0,0,0,1,1,1
27.050996562,0,1,1,0,0,1,1,1
27.050996750,0,1,0,0,0,1,1,1
27.050997000,0,1,1,0,0,1,1,1
27.051002625,1,1,1,0,0,1,1,1
27.051004438,1,0,1,0,0,1,1,1
27.051004687,1,0,0,0,0,1,1,1
27.051004875,1,0,1,0,0,1,1,1
27.051005125,1,0,0,0,0,1,1,1
27.051005312,1,0,1,0,0,1,1,1
27.051005500,1,0,0,0,0,1,1,1
27.051005750,1,0,1,0,0,1,1,1
27.051005937,1,0,0,0,0,1,1,1
27.051006125,1,0,1,0,0,1,1,1
27.051006312,1,0,0,0,0,1,1,1
27.051006562,1,0,1,0,0,1,1,1
27.051006750,1,0,0,0,0,1,1,1
27.051007000,1,0,1,0,0,1,1,1
27.051007187,1,0,0,0,0,1,1,1
27.051007375,1,0,1,0,0,1,1,1
27.051007563,1,0,0,0,0,1,1,1
27.051007812,1,0,1,0,0,1,1,1
27.051008312,1,1,1,0,0,1,1,1
27.051013187,1,0,0,0,0,1,1,1
27.052317875,1,1,1,0,0,1,1,1
27.052320812,0,1,1,0,0,1,1,1
27.052322875,0,0,1,0,0,1,1,1
27.052323063,0,0,0,0,0,1,1,1
27.052323312,0,0,1,0,0,1,1,1
27.052323500,0,0,0,0,0,1,1,1
27.052323687,0,0,1,0,0,1,1,1
27.052323875,0,0,0,0,0,1,1,1
27.052324125,0,0,1,0,0,1,1,1
27.052324313,0,0,0,0,0,1,1,1
27.052324500,0,0,1,0,0,1,1,1
27.052324750,0,0,0,0,0,1,1,1
27.052324937,0,0,1,0,0,1,1,1
27.052325125,0,0,0,0,0,1,1,1
27.052325375,0,0,1,0,0,1,1,1
27.052325562,0,0,0,0,0,1,1,1
27.052325750,0,1,1,0,0,1,1,1
27.052325937,0,1,0,0,0,1,1,1
27.052326188,0,1,1,0,0,1,1,1
27.052331812,1,1,1,0,0,1,1,1
27.052333687,1,0,1,0,0,1,1,1
27.052333875,1,0,0,0,0,1,1,1
27.052334062,1,0,1,0,0,1,1,1
27.052334250,1,0,0,0,0,1,1,1
27.052334500,1,1,1,0,0,1,1,1
27.052334688,1,1,0,0,0,1,1,1
27.052334937,1,1,1,0,0,1,1,1
27.052335125,1,1,0,0,0,1,1,1
27.052335312,1,1,1,0,0,1,1,1
27.052335563,1,1,0,0,0,1,1,1
27.052335750,1,0,1,0,0,1,1,1
27.052335938,1,0,0,0,0,1,1,1
27.052336187,1,1,1,0,0,1,1,1
27.052336375,1,1,0,0,0,1,1,1
27.052336625,1,1,1,0,0,1,1,1
27.052336812,1,1,0,0,0,1,1,1
27.052337000,1,1,1,0,0,1,1,1
27.052342437,1,0,0,0,0,1,1,1
27.057201187,1,1,1,0,0,1,1,1
27.057204063,0,1,1,0,0,1,1,1
27.057206125,0,0,1,0,0,1,1,1
27.057206312,0,0,0,0,0,1,1,1
27.057206562,0,0,1,0,0,1,1,1
27.057206750,0,0,0,0,0,1,1,1
27.057207000,0,0,1,0,0,1,1,1
27.057207188,0,0,0,0,0,1,1,1
27.057207375,0,0,1,0,0,1,1,1
27.057207563,0,0,0,0,0,1,1,1
27.057207812,0,0,1,0,0,1,1,1
27.057208000,0,0,0,0,0,1,1,1
27.057208187,0,0,1,0,0,1,1,1
27.057208437,0,0,0,0,0,1,1,1
27.057208625,0,0,1,0,0,1,1,1
27.057208812,0,0,0,0,0,1,1,1
27.057209062,0,1,1,0,0,1,1,1
27.057209250,0,1,0,0,0,1,1,1
27.057209437,0,1,1,0,0,1,1,1
27.057215062,1,1,1,0,0,1,1,1
27.057216937,1,0,1,0,0,1,1,1
27.057217125,1,0,0,0,0,1,1,1
27.057217375,1,0,1,0,0,1,1,1
27.057217562,1,0,0,0,0,1,1,1
27.057217750,1,1,1,0,0,1,1,1
27.057217938,1,1,0,0,0,1,1,1
27.057218187,1,1,1,0,0,1,1,1
27.057218375,1,1,0,0,0,1,1,1
27.057218625,1,1,1,0,0,1,1,1
27.057218813,1,1,0,0,0,1,1,1
27.057219000,1,0,1,0,0,1,1,1
27.057219250,1,0,0,0,0,1,1,1
27.057219437,1,0,1,0,0,1,1,1
27.057219625,1,0,0,0,0,1,1,1
27.057219875,1,1,1,0,0,1,1,1
27.057220062,1,1,0,0,0,1,1,1
27.057220312,1,1,1,0,0,1,1,1
27.057225687,1,0,0,0,0,1,1,1
27.058464437,1,1,1,0,0,1,1,1
27.058467312,0,1,1,0,0,1,1,1
27.058469375,0,0,1,0,0,1,1,1
27.058469562,0,0,0,0,0,1,1,1
27.058469813,0,0,1,0,0,1,1,1
27.058470000,0,0,0,0,0,1,1,1
27.058470187,0,1,1,0,0,1,1,1
27.058470437,0,1,0,0,0,1,1,1
27.058470625,0,0,1,0,0,1,1,1
27.058470813,0,0,0,0,0,1,1,1
27.058471062,0,0,1,0,0,1,1,1
27.058471250,0,0,0,0,0,1,1,1
27.058471437,0,0,1,0,0,1,1,1
27.058471688,0,0,0,0,0,1,1,1
27.058471875,0,0,1,0,0,1,1,1
27.058472063,0,0,0,0,0,1,1,1
27.058472312,0,1,1,0,0,1,1,1
27.058472500,0,1,0,0,0,1,1,1
27.058472687,0,1,1,0,0,1,1,1
27.058478313,1,1,1,0,0,1,1,1
27.058480188,1,0,1,0,0,1,1,1
27.058480437,1,0,0,0,0,1,1,1
27.058480625,1,0,1,0,0,1,1,1
27.058480812,1,0,0,0,0,1,1,1
27.058481000,1,0,1,0,0,1,1,1
27.058481250,1,0,0,0,0,1,1,1
27.058481437,1,0,1,0,0,1,1,1
27.058481625,1,0,0,0,0,1,1,1
27.058481812,1,1,1,0,0,1,1,1
27.058482062,1,1,0,0,0,1,1,1
27.058482250,1,0,1,0,0,1,1,1
27.058482438,1,0,0,0,0,1,1,1
27.058482687,1,1,1,0,0,1,1,1
27.058482875,1,1,0,0,0,1,1,1
27.058483125,1,1,1,0,0,1,1,1
27.058483313,1,1,0,0,0,1,1,1
27.058483500,1,1,1,0,0,1,1,1
27.058488937,1,0,0,0,0,1,1,1
27.058494125,1,1,1,0,0,1,1,1
27.058497062,0,1,1,0,0,1,1,1
27.058499125,0,0,1,0,0,1,1,1
27.058499312,0,0,0,0,0,1,1,1
27.058499562,0,0,1,0,0,1,1,1
27.058499750,0,0,0,0,0,1,1,1
27.058500000,0,0,1,0,0,1,1,1
27.058500187,0,0,0,0,0,1,1,1
27.058500375,0,0,1,0,0,1,1,1
27.058500562,0,0,0,0,0,1,1,1
27.058500813,0,0,1,0,0,1,1,1
27.058501000,0,0,0,0,0,1,1,1
27.058501187,0,0,1,0,0,1,1,1
27.058501375,0,0,0,0,0,1,1,1
27.058501625,0,0,1,0,0,1,1,1
27.058501812,0,0,0,0,0,1,1,1
27.058502000,0,1,1,0,0,1,1,1
27.058502187,0,1,0,0,0,1,1,1
27.058502437,0,1,1,0,0,1,1,1
27.058508062,1,1,1,0,0,1,1,1
27.058509937,1,0,1,0,0,1,1,1
27.058510125,1,0,0,0,0,1,1,1
27.058510375,1,0,1,0,0,1,1,1
27.058510563,1,0,0,0,0,1,1,1
27.058510750,1,1,1,0,0,1,1,1
27.058511000,1,1,0,0,0,1,1,1
27.058511187,1,1,1,0,0,1,1,1
27.058511375,1,1,0,0,0,1,1,1
27.058511625,1,0,1,0,0,1,1,1
27.058511812,1,0,0,0,0,1,1,1
27.058512000,1,0,1,0,0,1,1,1
27.058512187,1,0,0,0,0,1,1,1
27.058512437,1,0,1,0,0,1,1,1
27.058512625,1,0,0,0,0,1,1,1
27.058512875,1,1,1,0,0,1,1,1
27.058513062,1,1,0,0,0,1,1,1
27.058513250,1,1,1,0,0,1,1,1
27.058518688,1,0,0,0,0,1,1,1
27.058525375,1,1,1,0,0,1,1,1
27.058528250,0,1,1,0,0,1,1,1
27.058530313,0,0,1,0,0,1,1,1
27.058530500,0,0,0,0,0,1,1,1
27.058530750,0,0,1,0,0,1,1,1
27.058530937,0,0,0,0,0,1,1,1
27.058531188,0,0,1,0,0,1,1,1
27.058531375,0,0,0,0,0,1,1,1
27.058531563,0,1,1,0,0,1,1,1
27.058531750,0,1,0,0,0,1,1,1
27.058532000,0,1,1,0,0,1,1,1
27.058532187,0,1,0,0,0,1,1,1
27.058532375,0,0,1,0,0,1,1,1
27.058532625,0,0,0,0,0,1,1,1
27.058532812,0,0,1,0,0,1,1,1
27.058533000,0,0,0,0,0,1,1,1
27.058533250,0,1,1,0,0,1,1,1
27.058533437,0,1,0,0,0,1,1,1
27.058533687,0,1,1,0,0,1,1,1
27.058539313,1,1,1,0,0,1,1,1
27.058541125,1,0,1,0,0,1,1,1
27.058541312,1,0,0,0,0,1,1,1
27.058541563,1,1,1,0,0,1,1,1
27.058541750,1,1,0,0,0,1,1,1
27.058541937,1,0,1,0,0,1,1,1
27.058542187,1,0,0,0,0,1,1,1
27.058542375,1,0,1,0,0,1,1,1
27.058542562,1,0,0,0,0,1,1,1
27.058542813,1,0,1,0,0,1,1,1
27.058543000,1,0,0,0,0,1,1,1
27.058543250,1,0,1,0,0,1,1,1
27.058543437,1,0,0,0,0,1,1,1
27.058543625,1,0,1,0,0,1,1,1
27.058543813,1,0,0,0,0,1,1,1
27.058544062,1,0,1,0,0,1,1,1
27.058544250,1,0,0,0,0,1,1,1
27.058544500,1,0,1,0,0,1,1,1
27.058545000,1,1,1,0,0,1,1,1
27.058549875,1,0,0,0,0,1,1,1
27.058555313,1,1,1,0,0,1,1,1
27.058558187,0,1,1,0,0,1,1,1
27.058560250,0,0,1,0,0,1,1,1
27.058560500,0,0,0,0,0,1,1,1
27.058560688,0,0,1,0,0,1,1,1
27.058560875,0,0,0,0,0,1,1,1
27.058561125,0,0,1,0,0,1,1,1
27.058561312,0,0,0,0,0,1,1,1
27.058561500,0,1,1,0,0,1,1,1
27.058561687,0,1,0,0,0,1,1,1
27.058561937,0,0,1,0,0,1,1,1
27.058562125,0,0,0,0,0,1,1,1
27.058562375,0,0,1,0,0,1,1,1
27.058562563,0,0,0,0,0,1,1,1
27.058562812,0,1,1,0,0,1,1,1
27.058563000,0,1,0,0,0,1,1,1
27.058563187,0,1,1,0,0,1,1,1
27.058563375,0,1,0,0,0,1,1,1
27.058563625,0,1,1,0,0,1,1,1
27.058569250,1,1,1,0,0,1,1,1
27.058571312,1,1,0,0,0,1,1,1
27.058571500,1,0,1,0,0,1,1,1
27.058571687,1,0,0,0,0,1,1,1
27.058571938,1,0,1,0,0,1,1,1
27.058572125,1,0,0,0,0,1,1,1
27.058572375,1,0,1,0,0,1,1,1
27.058572562,1,0,0,0,0,1,1,1
27.058572750,1,1,1,0,0,1,1,1
27.058572937,1,1,0,0,0,1,1,1
27.058573187,1,1,1,0,0,1,1,1
27.058573375,1,1,0,0,0,1,1,1
27.058573625,1,0,1,0,0,1,1,1
27.058573813,1,0,0,0,0,1,1,1
27.058574000,1,0,1,0,0,1,1,1
27.058574187,1,0,0,0,0,1,1,1
27.058574437,1,0,1,0,0,1,1,1
27.058574937,1,1,1,0,0,1,1,1
27.058579875,1,0,0,0,0,1,1,1
27.058927312,1,0,0,1,1,1,1,1
27.058931750,1,1,1,1,1,1,1,1
27.058934688,0,1,1,1,1,1,1,1
27.058936750,0,0,1,1,1,1,1,1
27.058936938,0,0,0,1,1,1,1,1
27.058937187,0,0,1,1,1,1,1,1
27.058937375,0,0,0,1,1,1,1,1
27.058937562,0,0,1,1,1,1,1,1
27.058937750,0,0,0,1,1,1,1,1
27.058938000,0,0,1,1,1,1,1,1
27.058938188,0,0,0,1,1,1,1,1
27.058938437,0,0,1,1,1,1,1,1
27.058938625,0,0,0,1,1,1,1,1
27.058938875,0,0,1,1,1,1,1,1
27.058939063,0,0,0,1,1,1,1,1
27.058939250,0,0,1,1,1,1,1,1
27.058939437,0,0,0,1,1,1,1,1
27.058939687,0,1,1,1,1,1,1,1
27.058939875,0,1,0,1,1,1,1,1
27.058940062,0,1,1,1,1,1,1,1
27.058945687,1,1,1,1,1,1,1,1
27.058947563,1,0,1,1,1,1,1,1
27.058947750,1,0,0,1,1,1,1,1
27.058948000,1,0,1,1,1,1,1,1
27.058948187,1,0,0,1,1,1,1,1
27.058948375,1,0,1,1,1,1,1,1
27.058948625,1,0,0,1,1,1,1,1
27.058948812,1,1,1,1,1,1,1,1
27.058949000,1,1,0,1,1,1,1,1
27.058949250,1,0,1,1,1,1,1,1
27.058949438,1,0,0,1,1,1,1,1
27.058949625,1,0,1,1,1,1,1,1
27.058949812,1,0,0,1,1,1,1,1
27.058950062,1,0,1,1,1,1,1,1
27.058950250,1,0,0,1,1,1,1,1
27.058950500,1,1,1,1,1,1,1,1
27.058950688,1,1,0,1,1,1,1,1
27.058950875,1,1,1,1,1,1,1,1
27.058950937,1,1,1,0,0,1,1,1
27.058951062,1,1,1,0,1,1,1,1
27.058956312,1,0,0,0,1,1,1,1
27.058959750,1,0,0,1,1,1,1,1
27.058964062,1,0,0,1,0,1,1,1
27.058966250,1,0,0,0,0,1,1,1
27.058972750,1,0,0,1,0,1,1,1
27.058979250,1,0,0,0,0,1,1,1
27.058985750,1,0,0,1,0,1,1,1
27.058992250,1,0,0,0,0,1,1,1
27.058998812,1,0,0,1,0,1,1,1
27.059005313,1,0,0,0,0,1,1,1
27.059011812,1,0,0,1,0,1,1,1
27.059018313,1,0,0,0,0,1,1,1
27.059024812,1,0,0,1,0,1,1,1
27.059029188,1,0,0,1,1,1,1,1
27.059031375,1,0,0,0,1,1,1,1
27.059037875,1,0,0,1,1,1,1,1
27.059044375,1,0,0,0,1,1,1,1
27.059050875,1,0,0,1,1,1,1,1
27.059057375,1,0,0,0,1,1,1,1
27.059063937,1,0,0,1,1,1,1,1
27.059070437,1,0,0,0,1,1,1,1
27.059076938,1,0,0,1,1,1,1,1
27.059081250,1,0,0,1,0,1,1,1
27.059083437,1,0,0,0,0,1,1,1
27.059089938,1,0,0,1,0,1,1,1
27.059096500,1,0,0,0,0,1,1,1
27.059103000,1,0,0,1,0,1,1,1
27.059109500,1,0,0,0,0,1,1,1
27.059116000,1,0,0,1,0,1,1,1
27.059122500,1,0,0,0,0,1,1,1
27.059129062,1,0,0,1,0,1,1,1
27.059135562,1,0,0,0,0,1,1,1
27.059142062,1,0,0,1,0,1,1,1
27.059148562,1,0,0,0,0,1,1,1
27.059155062,1,0,0,1,0,1,1,1
27.059161625,1,0,0,0,0,1,1,1
27.059168125,1,0,0,1,0,1,1,1
27.059174625,1,0,0,0,0,1,1,1
27.059181125,1,0,0,1,0,1,1,1
27.059187625,1,0,0,0,0,1,1,1
27.059194187,1,0,0,1,0,1,1,1
27.059200688,1,0,0,0,0,1,1,1
27.059207187,1,0,0,1,0,1,1,1
27.059213687,1,0,0,0,0,1,1,1
27.059220187,1,0,0,1,0,1,1,1
27.059226750,1,0,0,0,0,1,1,1
27.059233250,1,0,0,1,0,1,1,1
27.059239750,1,0,0,0,0,1,1,1
27.059246250,1,0,0,1,0,1,1,1
27.059252750,1,0,0,0,0,1,1,1
27.059259313,1,0,0,1,0,1,1,1
27.059265812,1,0,0,0,0,1,1,1
27.059270125,1,0,0,1,0,1,1,1
27.059274500,1,0,0,1,1,1,1,1
27.059276625,1,0,0,0,1,1,1,1
27.059281000,1,0,0,1,1,1,1,1
27.059285313,1,0,0,1,0,1,1,1
27.059287500,1,0,0,0,0,1,1,1
27.059294000,1,0,0,1,0,1,1,1
27.059298375,1,0,0,1,1,1,1,1
27.059300500,1,0,0,0,1,1,1,1
27.059307062,1,0,0,1,1,1,1,1
27.059311375,1,0,0,1,0,1,1,1
27.059313562,1,0,0,0,0,1,1,1
27.059320062,1,0,0,1,0,1,1,1
27.059324375,1,0,0,1,1,1,1,1
27.059326562,1,0,0,0,1,1,1,1
27.059330938,1,0,0,1,1,1,1,1
27.059335250,1,0,0,1,0,1,1,1
27.059337437,1,0,0,0,0,1,1,1
27.059343937,1,0,0,1,0,1,1,1
27.059348312,1,0,0,1,1,1,1,1
27.059350437,1,0,0,0,1,1,1,1
27.059356938,1,0,0,1,1,1,1,1
27.059361313,1,0,0,1,0,1,1,1
27.059363500,1,0,0,0,0,1,1,1
27.059370000,1,0,0,1,0,1,1,1
27.059374313,1,0,0,1,1,1,1,1
27.059376500,1,0,0,0,1,1,1,1
27.059383000,1,0,0,1,1,1,1,1
27.059387375,1,0,0,1,0,1,1,1
27.059389500,1,0,0,0,0,1,1,1
27.059396062,1,0,0,1,0,1,1,1
27.059400375,1,0,0,1,1,1,1,1
27.059402563,1,0,0,0,1,1,1,1
27.059409062,1,0,0,1,1,1,1,1
27.059413375,1,0,0,1,0,1,1,1
27.059415562,1,0,0,0,0,1,1,1
27.059422062,1,0,0,1,0,1,1,1
27.059426437,1,0,0,1,1,1,1,1
27.059428625,1,0,0,0,1,1,1,1
27.059435125,1,0,0,1,1,1,1,1
27.059439437,1,0,0,1,0,1,1,1
27.059441625,1,0,0,0,0,1,1,1
27.059448125,1,0,0,1,0,1,1,1
27.059452500,1,0,0,1,1,1,1,1
27.059454625,1,0,0,0,1,1,1,1
27.059461188,1,0,0,1,1,1,1,1
27.059465500,1,0,0,1,0,1,1,1
27.059467687,1,0,0,0,0,1,1,1
27.059474188,1,0,0,1,0,1,1,1
27.059478500,1,0,0,1,1,1,1,1
27.059480687,1,0,0,0,1,1,1,1
27.059487188,1,0,0,1,1,1,1,1
27.059491562,1,0,0,1,0,1,1,1
27.059493750,1,0,0,0,0,1,1,1
27.059500250,1,0,0,1,0,1,1,1
27.059504563,1,0,0,1,1,1,1,1
27.059506750,1,0,0,0,1,1,1,1
27.059513250,1,0,0,1,1,1,1,1
27.059517625,1,0,0,1,0,1,1,1
27.059519750,1,0,0,0,0,1,1,1
27.059526312,1,0,0,1,0,1,1,1
27.059530625,1,0,0,1,1,1,1,1
27.059532813,1,0,0,0,1,1,1,1
27.059539312,1,0,0,1,1,1,1,1
27.059543625,1,0,0,1,0,1,1,1
27.059545813,1,0,0,0,0,1,1,1
27.059552312,1,0,0,1,0,1,1,1
27.059556687,1,0,0,1,1,1,1,1
27.059558875,1,0,0,0,1,1,1,1
27.059565375,1,0,0,1,1,1,1,1
27.059569687,1,0,0,1,0,1,1,1
27.059571875,1,0,0,0,0,1,1,1
27.059578375,1,0,0,1,0,1,1,1
27.059582750,1,0,0,1,1,1,1,1
27.059584875,1,0,0,0,1,1,1,1
27.059591437,1,0,0,1,1,1,1,1
27.059595750,1,0,0,1,0,1,1,1
27.059597937,1,0,0,0,0,1,1,1
27.059604437,1,0,0,1,0,1,1,1
27.059608750,1,0,0,1,1,1,1,1
27.059610937,1,0,0,0,1,1,1,1
27.059617438,1,0,0,1,1,1,1,1
27.059621812,1,0,0,1,0,1,1,1
27.059623937,1,0,0,0,0,1,1,1
27.059630500,1,0,0,1,0,1,1,1
27.059634812,1,0,0,1,1,1,1,1
27.059637000,1,0,0,0,1,1,1,1
27.059643500,1,0,0,1,1,1,1,1
27.059647875,1,0,0,1,0,1,1,1
27.059650000,1,0,0,0,0,1,1,1
27.059656562,1,0,0,1,0,1,1,1
27.059660875,1,0,0,1,1,1,1,1
27.059663063,1,0,0,0,1,1,1,1
27.059669562,1,0,0,1,1,1,1,1
27.059673875,1,0,0,1,0,1,1,1
27.059676062,1,0,0,0,0,1,1,1
27.059682562,1,0,0,1,0,1,1,1
27.059686938,1,0,0,1,1,1,1,1
27.059689063,1,0,0,0,1,1,1,1
27.059695625,1,0,0,1,1,1,1,1
27.059699937,1,0,0,1,0,1,1,1
27.059702125,1,0,0,0,0,1,1,1
27.059703625,1,1,1,0,0,1,1,1
27.059706750,0,1,1,0,0,1,1,1
27.059708625,0,0,1,1,0,1,1,1
27.059708813,0,0,0,1,0,1,1,1
27.059709000,0,0,1,1,0,1,1,1
27.059709188,0,0,0,1,0,1,1,1
27.059709437,0,1,1,1,0,1,1,1
27.059709625,0,1,0,1,0,1,1,1
27.059709875,0,0,1,1,0,1,1,1
27.059710062,0,0,0,1,0,1,1,1
27.059710250,0,0,1,1,0,1,1,1
27.059710500,0,0,0,1,0,1,1,1
27.059710687,0,0,1,1,0,1,1,1
27.059710875,0,0,0,1,0,1,1,1
27.059711125,0,0,1,1,0,1,1,1
27.059711312,0,0,0,1,0,1,1,1
27.059711563,0,1,1,1,0,1,1,1
27.059711750,0,1,0,1,0,1,1,1
27.059711938,0,1,1,1,0,1,1,1
27.059713000,0,1,1,1,1,1,1,1
27.059715125,0,1,1,0,1,1,1,1
27.059717750,1,1,1,0,1,1,1,1
27.059719625,1,0,1,0,1,1,1,1
27.059719875,1,0,0,0,1,1,1,1
27.059720063,1,0,1,0,1,1,1,1
27.059720250,1,0,0,0,1,1,1,1
27.059720438,1,0,1,0,1,1,1,1
27.059720687,1,0,0,0,1,1,1,1
27.059720875,1,1,1,0,1,1,1,1
27.059721062,1,1,0,0,1,1,1,1
27.059721313,1,1,1,0,1,1,1,1
27.059721500,1,1,0,0,1,1,1,1
27.059721625,1,1,0,1,1,1,1,1
27.059721687,1,0,1,1,1,1,1,1
27.059721937,1,0,0,1,1,1,1,1
27.059722125,1,1,1,1,1,1,1,1
27.059722312,1,1,0,1,1,1,1,1
27.059722562,1,1,1,1,1,1,1,1
27.059722750,1,1,0,1,1,1,1,1
27.059723000,1,1,1,1,1,1,1,1
27.059726000,1,1,1,1,0,1,1,1
27.059728187,1,1,1,0,0,1,1,1
27.059728375,1,0,0,0,0,1,1,1
27.059734687,1,0,0,1,0,1,1,1
27.059739000,1,0,0,1,1,1,1,1
27.059741187,1,0,0,0,1,1,1,1
27.059747687,1,0,0,1,1,1,1,1
27.059752062,1,0,0,1,0,1,1,1
27.059754187,1,0,0,0,0,1,1,1
27.059760750,1,0,0,1,0,1,1,1
27.059765062,1,0,0,1,1,1,1,1
27.059767250,1,0,0,0,1,1,1,1
27.059773750,1,0,0,1,1,1,1,1
27.059778062,1,0,0,1,0,1,1,1
